"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
88.668,0,0,0.1,15261,-8.5657e-009,-1.5444e-008,-2.5028e-008,1.21,1,0.0017102,1
