"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
196.63,0,0,0.5,12467,0.0019861,-0.01338,0.0021783,1.21,1,0.0017102,1
