"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
175.24,0,0,0.75,9655.3,0.017276,0.049533,0.0011363,1.21,1,0.0017102,1
