"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
130.41,0,0,0.8,10126,0.012632,0.0018399,0.00062916,1.21,1,0.0017102,1
