"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
236.65,0,0,0.55,8143,-0.035962,0.043666,0.0018085,1.21,1,0.0017102,1
