"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Area","Cell Type"
172.86,0,0,0.45,10374,0.0067067,-0.013655,7.1392e-005,1.21,1,0.0017102,1
