"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
2.0846,0.00076797,0.0069446,0.39938,1027.8,2.1535e-10,-2.2156e-10,-4.682e-11,1.21,0.89875,1.955e-05,1
