"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
5.7697,0.0005695,0.0033886,0.66425,1062,9.4448e-10,1.8785e-10,-4.8704e-11,1.21,0.89875,1.955e-05,1
