"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
0.62693,0.001787,0.0035046,0.17856,1006.9,-1.4846e-09,-2.4646e-09,-3.5149e-11,1.21,0.89875,1.955e-05,1
