"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
223.86,-0.078916,0.20487,1.0203,10275,-0.024361,0.060573,0.043889,1.21,0.47679,1.955e-05,1
