"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
26.846,0.0018619,0.000399,0.099452,15155,1.825e-06,4.4116e-08,-9.4636e-06,1.21,0.36147,1.955e-05,1
