"p","U:0","U:1","U:2","Ksl","Us:0","Us:1","Us:2","rho","voidfraction","Volume","Cell Type"
156.67,0.40115,-0.19891,2.2293,3615,0.013857,0.17076,0.043426,1.21,0.74784,1.9629e-005,1
